time_s,x,y,vx,vy
17520.0,-389064898.3006144,-4753278.317935926,46.04823635000025,-1007.4730392098398
17580.0,-389062130.6679739,-4813726.642397873,46.206185672608854,-1007.4710972364903
17640.0,-389059353.5583337,-4874174.849604298,46.36413633497904,-1007.4691306920771
17700.0,-389056566.97161365,-4934622.938080916,46.52208833337369,-1007.4671395758803
17760.0,-389053770.9077337,-4995070.906353398,46.68004166405543,-1007.4651238871804
17820.0,-389050965.3666139,-5055518.752947372,46.837996323286625,-1007.4630836252586
17880.0,-389048150.3481748,-5115966.476388424,46.99595230732935,-1007.4610187893963
17940.0,-389045325.852337,-5176414.075202094,47.153909612445425,-1007.4589293788758
18000.0,-389042491.8790213,-5236861.547913883,47.31186823489641,-1007.4568153929798
18060.0,-389039648.42814875,-5297308.893049246,47.46982817094359,-1007.4546768309914
18120.0,-389036795.4996407,-5357756.109133596,47.62778941684799,-1007.4525136921944
18180.0,-389033933.09341866,-5418203.1946923025,47.78575196887035,-1007.4503259758732
18240.0,-389031061.2094044,-5478650.148250694,47.94371582327117,-1007.4481136813124
18300.0,-389028179.8475199,-5539096.968334055,48.10168097631066,-1007.4458768077975
18360.0,-389025289.0076872,-5599543.653467624,48.259647424248776,-1007.4436153546143
18420.0,-389022388.68982893,-5659990.202176603,48.417615163345204,-1007.4413293210492
18480.0,-389019478.8938676,-5720436.612986145,48.57558418985937,-1007.4390187063893
18540.0,-389016559.6197261,-5780882.8844213635,48.733554500050424,-1007.4366835099221
18600.0,-389013630.8673276,-5841329.015007329,48.89152609017725,-1007.4343237309355
18660.0,-389010692.63659525,-5901775.00326907,49.049498956498475,-1007.4319393687181
18720.0,-389007744.92745274,-5962220.84773157,49.20747309527245,-1007.429530422559
18780.0,-389004787.7398238,-6022666.546919771,49.36544850275726,-1007.4270968917477
18840.0,-389001821.0736324,-6083112.099358573,49.52342517521073,-1007.4246387755746
18900.0,-388998844.9288028,-6143557.503572833,49.68140310889043,-1007.4221560733303
18960.0,-388995859.30525935,-6204002.758087366,49.83938230005363,-1007.4196487843059
19020.0,-388992864.20292675,-6264447.861426943,49.997362744957364,-1007.4171169077933
19080.0,-388989859.6217299,-6324892.812116294,50.155344439858396,-1007.414560443085
19140.0,-388986845.56159395,-6385337.608680107,50.31332738101321,-1007.4119793894735
